repair_key,repair_item,review_bucket,decision,target_category,canonical_defect,severity_hint,cost_model,notes
medium dent on lh a pillar,medium dent on lh a pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on lh c pillar carpet worn in places,medium dent on lh c pillar carpet worn in places.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on lh c pillar seat torn rhf front seat worn drivers paint fading various panels,medium dent on lh c pillar seat torn rhf front seat worn drivers paint fading various panels.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on lh cant rail,medium dent on lh cant rail.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on lh rear door paint fading lh c pillar medium scratch on front bumper and rear bumper,medium dent on lh rear door paint fading lh c pillar medium scratch on front bumper and rear bumper.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on passenger a pillar,medium dent on passenger a pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on passengers a pillar,medium dent on passengers a pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on rh a pillar,medium dent on rh a pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on rh a pillar and rhf guard,medium dent on rh a pillar and rhf guard.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on rh c pillar medium scuff on spare wheel carrier medium scratch on rear spoiler windscreen chipped or cracked,medium dent on rh c pillar medium scuff on spare wheel carrier medium scratch on rear spoiler windscreen chipped or cracked.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on rh front door and rh c pillar,medium dent on rh front door and rh c pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
medium dent on top of left front door frame,medium dent on top of left front door frame.,Real repair gap,Add dictionary rule,structural,medium_dent_on_top_of_left_front_door_frame,high,hard_avoid,bulk high-confidence review 2026-06-26
medium scuff on front bumper and no plate frame broken,medium scuff on front bumper and no plate frame broken.,Real repair gap,Add dictionary rule,structural,medium_scuff_on_front_bumper_and_no_plate_frame_broken,high,hard_avoid,bulk high-confidence review 2026-06-26
medium scuff on rh c pillar,medium scuff on rh c pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
paint fading b pillar,paint fading b pillar.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
paint peeling lh a pillar,Paint peeling Lh a-pillar.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
rh a pillar panel damage refer image 2,rh a pillar panel damage (refer image 2).,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
rh apillar,rh apillar.,Unknown,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
rh c pillar,rh c pillar.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
severe corrosion visible underbody and chassis rails,severe corrosion visible underbody and chassis rails.,Real repair gap,Add dictionary rule,structural,structural_damage,high,hard_avoid,bulk high-confidence review 2026-06-26
roof,roof.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
bonnet,bonnet.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
rear bumper,rear bumper.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
boot,boot.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
rhr quarter panel,rhr quarter panel.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
stored,stored.,Ignore / boilerplate,Ignore as boilerplate,boilerplate,boilerplate_noise,low,no_cost,bulk high-confidence review 2026-06-26
vehicles previously from a mine site,vehicles previously from a mine site.,Usage risk,Mark usage risk,usage_risk,usage_risk_history,medium,no_cost,bulk high-confidence review 2026-06-26
lhr quarter panel,lhr quarter panel.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
comment this vehicle is listed on the written off vehicle register wovr,Comment: This vehicle is listed on the Written Off Vehicle Register (WOVR).,Ignore / boilerplate,Ignore as boilerplate,boilerplate,boilerplate_noise,low,no_cost,bulk high-confidence review 2026-06-26
driver side rear door,driver side rear door.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
front bumper,front bumper.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
inspected,inspected.,Ignore / boilerplate,Ignore as boilerplate,boilerplate,boilerplate_noise,low,no_cost,bulk high-confidence review 2026-06-26
bonnet struts require attention,bonnet struts require attention.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
roof rail,roof rail.,Feature-list leak,Mark feature-list leak,feature_leak,feature_list_leak,low,no_cost,bulk high-confidence review 2026-06-26
bootlid,bootlid.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
bumper,bumper.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
rear panels,rear panels.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
rear spoiler,rear spoiler.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
rhf quarter panel,rhf quarter panel.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
this vehicle is listed on the written off vehicle register wovr,this vehicle is listed on the written off vehicle register (wovr).,Ignore / boilerplate,Ignore as boilerplate,boilerplate,boilerplate_noise,low,no_cost,bulk high-confidence review 2026-06-26
driver side rear quarter panel,driver side rear quarter panel.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
front bar,front bar.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
lhf quarter panel,lhf quarter panel.,Context fragment,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26
reverse camera,reverse camera.,Feature-list leak,Mark feature-list leak,feature_leak,feature_list_leak,low,no_cost,bulk high-confidence review 2026-06-26
